Id_Municipio_Dane,Nombre_Municipio,Id_Departamento_Dane,Nombre_Departamento,Predial_Eje_X,Predial_Eje_Y,Categoria_Potencial
25612,Ricaurte,25,Cundinamarca,0.303960396039604,0.34238603297769155,Grandes Creciendo
19473,Morales,19,Cauca,0.304950495049505,-0.42095053346265765,Emergentes
76054,Argelia,76,Valle del Cauca,0.305940594059406,-0.6411251212415131,Emergentes
18256,El Paujil,18,Caquetá,0.306930693069307,-0.5121241513094084,Emergentes
25843,Villa de San Diego de Ubate,25,Cundinamarca,0.30792079207920797,0.0688651794374393,Grandes Creciendo
5664,San Pedro,5,Antioquia,0.31089108910891095,0.0669253152279341,Grandes Creciendo
81736,Saravena,81,Arauca,0.3138613861386139,-0.12609117361784672,Emergentes
54720,Sardinata,54,Norte de Santander,0.3168316831683169,-0.6488845780795345,Emergentes
19455,Miranda,19,Cauca,0.3178217821782179,0.10863239573229877,Grandes Creciendo
25260,El Rosal,25,Cundinamarca,0.3188118811881189,0.016488845780795236,Grandes Creciendo
8573,Puerto Colombia,8,Atlántico,0.31980198019801986,0.38603297769156164,Grandes Creciendo
54239,Durania,54,Norte de Santander,0.32277227722772284,-0.7681862269641125,Emergentes
15600,Ráquira,15,Boyacá,0.3257425742574258,-0.46847720659553826,Emergentes
25758,Sopó,25,Cundinamarca,0.3267326732673268,0.26285160038797284,Grandes Creciendo
18247,El Doncello,18,Caquetá,0.3297029702970298,-0.28419010669253153,Emergentes
5591,Puerto Triunfo,5,Antioquia,0.33267326732673275,-0.2483026188166828,Emergentes
